mode,run_tag,regime_clustering,knn_metric,pca_k,tau,k_neighbors,primary_metric,model_mean,mix_mean,model_stein_mean,mix_stein_mean,model_logeuc_mean,mix_logeuc_mean,model_gmvp_sharpe_mean,mix_gmvp_sharpe_mean,roll_gmvp_sharpe_mean,pers_gmvp_sharpe_mean,shrink_gmvp_sharpe_mean,model_gmvp_var_mean,mix_gmvp_var_mean,roll_gmvp_var_mean,pers_gmvp_var_mean,shrink_gmvp_var_mean,model_gmvp_vol_mean,mix_gmvp_vol_mean,roll_gmvp_vol_mean,pers_gmvp_vol_mean,shrink_gmvp_vol_mean,model_turnover_l1_mean,mix_turnover_l1_mean,roll_turnover_l1_mean,pers_turnover_l1_mean,shrink_turnover_l1_mean,_objective,is_pareto
grid,regime_clustering=fuzzy_cmeans|knn_metric=lp_p1|pca_k=48|tau=1.0|k_neighbors=10,fuzzy_cmeans,lp_p1,48,1.0,10,fro,0.0235648644054312,0.0222953776336797,848.3825010001672,811.8871143128687,100.6738159947813,94.22069498331818,1.9421720654791008,1.809643356048003,1.7135923302516392,1.8721791255621012,1.7593225134587016,0.0001112214179149,9.854256656164296e-05,9.16986454685704e-05,9.35057756451335e-05,9.577285016414472e-05,0.0084496810476398,0.0078830940981469,0.0076470988132988,0.0078925594241406,0.0077648754435034,0.1892166254272874,0.1603074546537397,0.2392887989721949,0.4456611046578845,0.1802866762041816,1.9421720654791008,False
grid,regime_clustering=fuzzy_cmeans|knn_metric=l1|pca_k=48|tau=1.0|k_neighbors=10,fuzzy_cmeans,l1,48,1.0,10,fro,0.0235648644054312,0.0222953776336797,848.3825010001672,811.8871143128687,100.6738159947813,94.22069498331818,1.9421720654791008,1.809643356048003,1.7135923302516392,1.8721791255621012,1.7593225134587016,0.0001112214179149,9.854256656164296e-05,9.16986454685704e-05,9.35057756451335e-05,9.577285016414472e-05,0.0084496810476398,0.0078830940981469,0.0076470988132988,0.0078925594241406,0.0077648754435034,0.1892166254272874,0.1603074546537397,0.2392887989721949,0.4456611046578845,0.1802866762041816,1.9421720654791008,False
grid,regime_clustering=fuzzy_cmeans|knn_metric=lp_p1|pca_k=48|tau=2.0|k_neighbors=10,fuzzy_cmeans,lp_p1,48,2.0,10,fro,0.0235643341329676,0.0222952635098293,848.3631814741498,811.8781925082753,100.67314833932284,94.22011939604631,1.9419288530534984,1.8095888899082817,1.7135923302516392,1.8721791255621012,1.7593225134587016,0.0001112205753799,9.854242159582618e-05,9.16986454685704e-05,9.35057756451335e-05,9.577285016414472e-05,0.0084496597332197,0.0078830913617927,0.0076470988132988,0.0078925594241406,0.0077648754435034,0.1892246864324254,0.1602987065453221,0.2392887989721949,0.4456611046578845,0.1802866762041816,1.9419288530534984,True
grid,regime_clustering=fuzzy_cmeans|knn_metric=l1|pca_k=48|tau=2.0|k_neighbors=10,fuzzy_cmeans,l1,48,2.0,10,fro,0.0235643341329676,0.0222952635098293,848.3631814741498,811.8781925082753,100.67314833932284,94.22011939604631,1.9419288530534984,1.8095888899082817,1.7135923302516392,1.8721791255621012,1.7593225134587016,0.0001112205753799,9.854242159582618e-05,9.16986454685704e-05,9.35057756451335e-05,9.577285016414472e-05,0.0084496597332197,0.0078830913617927,0.0076470988132988,0.0078925594241406,0.0077648754435034,0.1892246864324254,0.1602987065453221,0.2392887989721949,0.4456611046578845,0.1802866762041816,1.9419288530534984,True
grid,regime_clustering=fuzzy_cmeans|knn_metric=l1|pca_k=48|tau=2.0|k_neighbors=50,fuzzy_cmeans,l1,48,2.0,50,fro,0.02356433402481,0.0222952634897756,848.3631791369864,811.8781911749536,100.67314823177304,94.22011928669036,1.941928852914131,1.8095888898899464,1.7135923302516392,1.8721791255621012,1.7593225134587016,0.0001112205753792,9.854242159557004e-05,9.16986454685704e-05,9.35057756451335e-05,9.577285016414472e-05,0.0084496597331475,0.0078830913617676,0.0076470988132988,0.0078925594241406,0.0077648754435034,0.1892246857753644,0.1602987070890656,0.2392887989721949,0.4456611046578845,0.1802866762041816,1.941928852914131,True
grid,regime_clustering=fuzzy_cmeans|knn_metric=lp_p1|pca_k=48|tau=2.0|k_neighbors=50,fuzzy_cmeans,lp_p1,48,2.0,50,fro,0.02356433402481,0.0222952634897756,848.3631791369864,811.8781911749536,100.67314823177304,94.22011928669036,1.941928852914131,1.8095888898899464,1.7135923302516392,1.8721791255621012,1.7593225134587016,0.0001112205753792,9.854242159557004e-05,9.16986454685704e-05,9.35057756451335e-05,9.577285016414472e-05,0.0084496597331475,0.0078830913617676,0.0076470988132988,0.0078925594241406,0.0077648754435034,0.1892246857753644,0.1602987070890656,0.2392887989721949,0.4456611046578845,0.1802866762041816,1.941928852914131,True
grid,regime_clustering=agglomerative_ward|knn_metric=lp_p1|pca_k=40|tau=1.0|k_neighbors=50,agglomerative_ward,lp_p1,40,1.0,50,fro,0.0278150319613807,0.0222925541626287,882.2603927257875,820.7768550361229,103.84427318179634,96.53853038436496,1.7074327326083871,1.7979732772005124,1.7135923302516392,1.8721791255621012,1.7593225134587016,0.0001746365543135,0.0001038940330557,9.16986454685704e-05,9.35057756451335e-05,9.577285016414472e-05,0.0102263425418732,0.0080428208128708,0.0076470988132988,0.0078925594241406,0.0077648754435034,3.2315516166759073e-15,0.1248999696812883,0.2392887989721949,0.4456611046578845,0.1802866762041816,1.7074327326083871,False
grid,regime_clustering=agglomerative_ward|knn_metric=lp_p1|pca_k=40|tau=1.0|k_neighbors=10,agglomerative_ward,lp_p1,40,1.0,10,fro,0.0278150319613807,0.0222925541626287,882.2603927257703,820.7768550361161,103.84427318179632,96.53853038436496,1.7074327326083871,1.797973277200512,1.7135923302516392,1.8721791255621012,1.7593225134587016,0.0001746365543135,0.0001038940330557,9.16986454685704e-05,9.35057756451335e-05,9.577285016414472e-05,0.0102263425418732,0.0080428208128708,0.0076470988132988,0.0078925594241406,0.0077648754435034,3.260803696698629e-15,0.1248999696812884,0.2392887989721949,0.4456611046578845,0.1802866762041816,1.7074327326083871,False
grid,regime_clustering=agglomerative_ward|knn_metric=l1|pca_k=48|tau=1.0|k_neighbors=10,agglomerative_ward,l1,48,1.0,10,fro,0.0278150319613807,0.0222925541626287,882.2603927257715,820.77685503609,103.84427318179632,96.53853038436496,1.7074327326083871,1.797973277200512,1.7135923302516392,1.8721791255621012,1.7593225134587016,0.0001746365543135,0.0001038940330557,9.16986454685704e-05,9.35057756451335e-05,9.577285016414472e-05,0.0102263425418732,0.0080428208128708,0.0076470988132988,0.0078925594241406,0.0077648754435034,2.285785264118355e-15,0.1248999696812884,0.2392887989721949,0.4456611046578845,0.1802866762041816,1.7074327326083871,True
grid,regime_clustering=agglomerative_ward|knn_metric=lp_p1|pca_k=48|tau=1.0|k_neighbors=50,agglomerative_ward,lp_p1,48,1.0,50,fro,0.0278150319613807,0.0222925541626287,882.2603927257888,820.7768550361211,103.84427318179634,96.53853038436496,1.707432732608387,1.797973277200512,1.7135923302516392,1.8721791255621012,1.7593225134587016,0.0001746365543135,0.0001038940330557,9.16986454685704e-05,9.35057756451335e-05,9.577285016414472e-05,0.0102263425418732,0.0080428208128708,0.0076470988132988,0.0078925594241406,0.0077648754435034,2.3241935078399826e-15,0.1248999696812884,0.2392887989721949,0.4456611046578845,0.1802866762041816,1.707432732608387,False
