Regime,N_days,Err_Model,Err_Roll,Win%_Err,Sharpe_Model,Sharpe_Roll,Win%_Sharpe,Var_Model,Var_Roll,Win%_Var,Turnover_Model,Turnover_Roll,Win%_Turnover
0,148,0.024231888883985607,0.026177300126042625,57.432432432432435,1.3603403293906637,0.1939138272387495,58.0246913580247,8.505397501293156e-05,7.85582404695947e-05,29.629629629629626,0.4862670244380488,0.22890886004410413,23.64864864864865
1,172,0.03316101635305064,0.0342980701976128,45.348837209302324,1.8326058440971178,1.5623761637467124,61.458333333333336,0.00012767504694087488,0.00010650691893264653,23.958333333333336,0.44211358560589126,0.26011455169380276,33.91812865497076
2,168,0.021931670336732798,0.02466097224684316,58.333333333333336,1.3577302061827687,1.1897622811137578,47.87234042553192,7.79382919143153e-05,6.830462806309868e-05,32.97872340425532,0.45571257784965297,0.24545688189492298,28.57142857142857
3,174,0.02821265442470467,0.0287484740182611,53.44827586206896,1.7028216840422317,1.0687901427704658,63.26530612244898,0.00010195358067951136,9.568311705442789e-05,32.6530612244898,0.46820452369859444,0.24449575990967967,29.310344827586203
