method,raw_frob,raw_frob_sq,cond_stein,cond_kl,nll,gmvp_var_raw,R_raw,R_cond,leverage_l1,max_abs_w,gmvp_var_raw_Lmax,R_cond_Lmax,leverage_l1_Lmax
ewma,17.98088323532047,1413.2011374889041,1083304.288612326,541652.144306163,509975.81500179105,0.023018932028040125,0.023010367615502264,0.023131436793726295,2.7082181882204117,0.0893470759604071,0.01582265394975739,0.01582296160406527,1.7036456147499794
persistence,18.281037827419226,1638.1209457211576,1527856.1054936638,763928.0527468319,719492.7522711573,0.024630388784278125,0.024621824371740264,0.024661363661517142,1.8721063507222653,0.06098838609026085,0.022387356750775057,0.022378585840932906,1.6716833612729698
ledoit_wolf,14.305056846614761,942.3850797621128,50611.86985213669,25305.934926068345,23454.807340698033,0.02485446565338592,0.024845901240848057,0.024881572124064825,1.685146783897065,0.04826033355722472,0.022716666874817396,0.02270895992050675,1.4881890184274487
oas,17.622516869778885,1134.0321181041174,65726.94837026077,32863.474185130384,30563.32417967995,0.02513198476568758,0.025123420353149715,0.025173758232448436,1.9129391715589532,0.05842219139471459,0.021556578783745867,0.021552619455413913,1.5641100041997076
rolling,18.157646600828976,1176.5025849667186,1131281.16513374,565640.58256687,532418.5374373157,0.025981969807028805,0.025973405394490945,0.026112270375451826,2.7411504972634915,0.08870034125201577,0.01718282502701486,0.017184578597497203,1.6656325176612246
shrink,16.088293320743375,1025.549307874577,99281.45637227297,49640.72818613648,46485.67665743892,0.03639244564719924,0.03638388123466139,0.03644253331427015,1.7720584225908484,0.09359899861165379,0.033139564487544994,0.03315227928560864,1.5879007258767903
D0_pca8,10.325620241417468,858.1384645318394,35571965.51630401,17785982.758152004,16791282.757262956,0.0600948114596548,0.06008624704711694,0.06026985710161683,3.3371593303269877,0.144033420299375,0.03014008069215467,0.0301594427056488,2.0
