method,gmvp_var,var_regret,cond_stein,cond_kl,raw_frob,nll,leverage_l1
ewma,0.023018932028040125,0.023010367615502264,1083304.288612326,541652.144306163,1413.2011374889041,509975.81500179105,2.7082181882204117
persistence,0.024630388784278125,0.024621824371740264,1527856.1054936638,763928.0527468319,1638.1209457211576,719492.7522711573,1.8721063507222653
ledoit_wolf,0.02485446565338592,0.024845901240848057,50611.86985213669,25305.934926068345,942.3850797621128,23454.807340698033,1.685146783897065
oas,0.02513198476568758,0.025123420353149715,65726.94837026077,32863.474185130384,1134.0321181041174,30563.32417967995,1.9129391715589532
rolling,0.025981969807028805,0.025973405394490945,1131281.16513374,565640.58256687,1176.5025849667186,532418.5374373157,2.7411504972634915
shrink,0.03639244564719924,0.03638388123466139,99281.45637227297,49640.72818613648,1025.549307874577,46485.67665743892,1.7720584225908484
D0_pca8,0.0600948114596548,0.06008624704711694,35571965.51630401,17785982.758152004,858.1384645318394,16791282.757262956,3.3371593303269877
