date,method,eta,raw_frob_sq,raw_frob,cond_stein,cond_kl,nll,gmvp_var_raw,R_raw,R_cond,leverage_l1,max_abs_w,hhi,gmvp_var_raw_Lmax,R_raw_Lmax,R_cond_Lmax,leverage_l1_Lmax,max_abs_w_Lmax
2017-01-09,D0_pca8,0.001,9.739393276408024e-05,0.009868836444286645,325207.4078843076,162603.70394215485,161279.9482145352,3.415732072237618e-05,3.41570027736733e-05,3.423421407938615e-05,4.317070064554647,0.21835614333820852,0.3290940724058594,1.2222639391954187e-05,1.2222321443251307e-05,1.2231089907480404e-05,1.9999999999999998,0.10078852891935354
2017-01-09,D0_pca8,0.01,9.739393276408024e-05,0.009868836444286645,79606.13319192211,39803.066595961056,38478.94991411797,3.922621067885202e-05,3.9225501932286646e-05,3.955448002175557e-05,3.1566739796153485,0.12082103484669875,0.16633378595069825,1.6544100009553024e-05,1.654339126298765e-05,1.661166845312366e-05,2.0,0.06741911580954427
2017-01-09,D0_pca8,0.05,9.739393276408024e-05,0.009868836444286645,22963.195272977086,11481.597636488543,10443.852157811893,4.183738906026026e-05,4.182752938670462e-05,4.2935754517549623e-05,2.6847188205266033,0.08854271211294233,0.1310918093553513,2.1872586095180296e-05,2.186272642162466e-05,2.2256651271620355e-05,1.9999999999999998,0.06574828796280463
2017-01-09,rolling,0.001,0.0001986639966834222,0.014094821626520227,21704.40578671362,10852.202893357065,10104.926654912713,9.756280604126684e-05,9.756248809256396e-05,9.759923446628991e-05,3.6917679071265357,0.11704820383029554,0.21687971837896447,4.1743645127915264e-05,4.174332717921238e-05,4.174710465034674e-05,2.0,0.06429747918357344
2017-01-09,rolling,0.01,0.0001986639966834222,0.014094821626520227,2324.2591657758558,1162.1295828879213,687.2058112785504,8.382492883443496e-05,8.382422008786959e-05,8.414442809713265e-05,3.4608577412688306,0.10772826128431658,0.18787172264023835,4.0194513151008944e-05,4.019380440444357e-05,4.0232242541475555e-05,2.0,0.06284571058480311
2017-01-09,rolling,0.05,0.0001986639966834222,0.014094821626520227,557.8816677799256,278.94083388996273,-116.36544442106042,5.595171946988862e-05,5.5941859796332986e-05,5.690602662942059e-05,2.891813267855839,0.08132345370077732,0.12471616969254164,3.638792345142207e-05,3.6378063777866434e-05,3.657431065076226e-05,1.9999999999999998,0.0566116153539128
2017-01-09,ewma,0.001,0.00015278981815548744,0.012360817859490022,28786.396599991127,14393.198299996056,13589.633026386055,9.297698643288661e-05,9.297666848418374e-05,9.301738565571778e-05,3.7982591012387004,0.12435084434326385,0.22913675836783365,3.9606361418917357e-05,3.9606043470214475e-05,3.961020294159967e-05,2.0,0.06641991375233972
2017-01-09,ewma,0.01,0.00015278981815548744,0.012360817859490022,3040.0147474577043,1520.0073737288392,1034.4170131554515,8.402302584140973e-05,8.402231709484436e-05,8.4383636753321e-05,3.578839029117718,0.11674663663192877,0.20215659183948595,3.932578556157223e-05,3.932507681500685e-05,3.936925783761299e-05,2.0,0.06619432810640519
2017-01-09,ewma,0.05,0.00015278981815548744,0.012360817859490022,710.8762239407423,355.43811197037127,-47.40126316289549,6.0744956735197495e-05,6.073509706164186e-05,6.182048475619971e-05,2.8949470624729097,0.09195317558335044,0.13444336089676653,3.8393757375870566e-05,3.838389770231493e-05,3.864644748971112e-05,2.0,0.06397153205915566
2017-01-09,ledoit_wolf,0.001,0.00010858298083269538,0.010420315774135415,528.6372345849584,264.31861729248055,-268.5380600685114,2.4370540178006392e-05,2.4370222229303514e-05,2.436628482996749e-05,1.3733226439717747,0.038088244161119444,0.02629712939912325,2.4370540178006392e-05,2.437022222930351e-05,2.436628482996749e-05,1.3733226439717747,0.038088244161119444
