date,raw_anchor,mix_lambda,shrink_gamma,regime_assigned,regime_prob_0,regime_raw_0,regime_prob_1,regime_raw_1,regime_prob_2,regime_raw_2,regime_prob_3,regime_raw_3,model_vol_mse,model_vol_mae,model_vol_rmse,model_vol_qlike,model_vol_r2,mix_vol_mse,mix_vol_mae,mix_vol_rmse,mix_vol_qlike,mix_vol_r2,roll_vol_mse,roll_vol_mae,roll_vol_rmse,roll_vol_qlike,roll_vol_r2,pers_vol_mse,pers_vol_mae,pers_vol_rmse,pers_vol_qlike,pers_vol_r2,shrink_vol_mse,shrink_vol_mae,shrink_vol_rmse,shrink_vol_qlike,shrink_vol_r2
2008-12-22,372,0.2,0.3,1,4.757337859287186e-13,9.99999999997e-13,0.9999999999985727,0.9999999999970001,4.75733619715255e-13,9.99999999997e-13,4.757336197171255e-13,9.99999999997e-13,0.3067529952048405,0.49669094503482386,0.5538528642201289,-5.398632930589781,0.6755249831493418,0.3479948941563461,0.5033802153088487,0.5899109205264351,-5.365963332254429,0.631900418543846,0.30322429691754027,0.4911409178258549,0.550658058070106,-5.403696907345224,0.6792575447025488,0.1923316400398145,0.369679852839967,0.4385563134191714,-5.527917876709898,0.7965567961246471,0.369992679308019,0.5057324893265603,0.608270235428316,-5.353934924749188,0.608631756723609
2008-12-30,377,0.2,0.3,1,4.757337859287186e-13,9.99999999997e-13,0.9999999999985727,0.9999999999970001,4.75733619715255e-13,9.99999999997e-13,4.757336197171255e-13,9.99999999997e-13,0.2172890432811909,0.40255771627811987,0.4661427284439723,-5.3703408765414995,0.777148021341451,0.2515939168631583,0.40401896763656475,0.5015913843589803,-5.3353212302785415,0.7419648899698446,0.19373998980085663,0.3725639531661747,0.44015905057246824,-5.397538402544869,0.8012999669912699,0.11463517252187422,0.2577695718021192,0.3385781630907023,-5.3937157434032095,0.8824299898669802,0.27219373940466524,0.40560137885680225,0.5217218985289627,-5.3206600471691194,0.7208376801295903
2009-01-07,382,0.2,0.3,0,0.999999999998846,0.9999999999970001,3.846590387759796e-13,9.99999999997e-13,3.8465905922778095e-13,9.99999999997e-13,3.846590387763078e-13,9.99999999997e-13,0.21191330632805586,0.3994352115971305,0.4603404243905328,-5.370707308444926,0.7807863211560163,0.24276822484842128,0.40054931247368375,0.492715155894784,-5.330656178791332,0.7488684566458481,0.18947104020349845,0.37136075057525114,0.4352827129619306,-5.393128707899625,0.8040017190184988,0.1459652613847439,0.2693565956796278,0.38205400323088345,-5.2182891869265475,0.8490062635234477,0.2625352465712304,0.40255653863018337,0.5123819342748438,-5.314193818025297,0.7284204648385859
2009-01-14,387,0.2,0.3,0,0.999999999998846,0.9999999999970001,3.846590387759796e-13,9.99999999997e-13,3.8465905922778095e-13,9.99999999997e-13,3.846590387763078e-13,9.99999999997e-13,0.1838325330557417,0.36675165492896605,0.4287569626906853,-5.3518059192753995,0.8099148789281939,0.21087690654198962,0.36007058197631836,0.4592133562321436,-5.295403290332327,0.7819506610447042,0.1569652066312944,0.32824776217769064,0.3961883474198786,-5.372394071397635,0.8376960279521168,0.15192528166642374,0.27727476092113446,0.3897759377724897,-5.168476069743654,0.8429073729258042,0.23007480775354733,0.36047166403240744,0.47966113846500774,-5.27255200154119,0.7620997928906056
2009-01-22,392,0.2,0.3,0,0.999999999998846,0.9999999999970001,3.846590387759796e-13,9.99999999997e-13,3.8465905922778095e-13,9.99999999997e-13,3.846590387763078e-13,9.99999999997e-13,0.1870106186994358,0.3784278695110166,0.4324472438337835,-5.5453743525842025,0.7936549870937357,0.2088629899858192,0.37586586893937585,0.45701530607389856,-5.524468069772016,0.7695433731838949,0.1659732524010699,0.3480007921228074,0.40739814972710653,-5.579139149441997,0.8168673354113836,0.0910710462966224,0.23519582410863557,0.3017797976946475,-5.624586126761942,0.8995134268088476,0.2260439794315666,0.3764242893327857,0.4754408264248734,-5.513895062330023,0.7505860994548399
2009-01-29,397,0.2,0.3,1,3.44904516499282e-13,9.99999999997e-13,0.9999999999989652,0.9999999999970001,3.449045164995702e-13,9.99999999997e-13,3.44904531572594e-13,9.99999999997e-13,0.14178317530331086,0.3207377159483179,0.3765410672201783,-5.548261664128763,0.8434137162740767,0.17154422395300206,0.3278785704895879,0.41417897574961726,-5.517045719014161,0.810545415801385,0.13168730751824087,0.30549146976568653,0.3628874584747189,-5.575876030385178,0.8545636599403156,0.08610314868965123,0.22803558841503319,0.2934333803261845,-5.6149230525331735,0.904907108748479,0.19043681666798914,0.33226530715548,0.43639066977650787,-5.504097140638055,0.7896803104963397
2009-02-05,402,0.2,0.3,1,3.44904516499282e-13,9.99999999997e-13,0.9999999999989652,0.9999999999970001,3.449045164995702e-13,9.99999999997e-13,3.44904531572594e-13,9.99999999997e-13,0.09856638620678286,0.2580418262036384,0.3139528407369216,-5.567671553481027,0.8926987524952699,0.1325165626117399,0.2641079608497062,0.3640282442500031,-5.52993955753229,0.8557399430932989,0.08942805042035998,0.23881705317330884,0.2990452313954529,-5.587546305820826,0.9026469190836561,0.09503384258375545,0.2314488217226723,0.3082755951802793,-5.544663046842747,0.896544346842419,0.15253215921224586,0.2695617341558747,0.39055365727675095,-5.513930671974268,0.8339505829733078
2009-02-12,407,0.2,0.3,1,3.4490451649928397e-13,9.999999999970057e-13,0.9999999999989652,0.9999999999970001,3.449045164995721e-13,9.999999999970057e-13,3.449045315725959e-13,9.999999999970057e-13,0.052405552379181666,0.18691118546066654,0.22892259036447596,-5.393773654952067,0.943931663790234,0.10486004258732608,0.2063727522671784,0.32382100393168767,-5.287597856531433,0.8878109693374365,0.056798631683123546,0.18184038150686488,0.23832463507393345,-5.350459359368,0.939231538780056,0.0816513643097992,0.21725376456938222,0.2857470285231313,-5.294407029109421,0.9126417728987326,0.13387440733949163,0.22406613002957523,0.3658885176382167,-5.238187466588131,0.8567687021733288
2009-02-20,412,0.2,0.3,2,9.998092941887964e-13,9.999999999980003e-13,9.99809294187996e-13,9.999999999980003e-13,0.9997226097875125,0.9999132990643144,0.0002773902104878417,8.670093368571537e-05,0.058011633989735994,0.1829649618999868,0.2408560441212468,-5.311032990428786,0.9391809276336887,0.12771623407353652,0.23999886654193398,0.35737408142384436,-5.141723844695107,0.866103015063401,0.07592885830817857,0.1949020662109019,0.27555191581293453,-5.211896936515033,0.920396609946316,0.1073063683610296,0.2567624319295862,0.32757650764520585,-5.129577147771548,0.8875006040362489,0.15785774969762636,0.2599606831630615,0.39731316325743143,-5.0753616210373345,0.8345028187942154
2009-02-27,417,0.2,0.3,2,8.145467476879484e-13,9.999999999980005e-13,8.145467476872961e-13,9.999999999980005e-13,0.7302498734668422,0.8965106981761328,0.26975012653152863,0.10348930182186722,0.05777027846142089,0.185033235866519,0.24035448500375625,-5.332013984041843,0.9400244427617243,0.12075852813141807,0.24372485873785785,0.34750327787147284,-5.195499979581621,0.8746317274410856,0.0682895222501885,0.1913106025995214,0.26132264014085826,-5.262701140484036,0.9291036453420282,0.10119431001647629,0.25559907464388165,0.31811053113104615,-5.183351739206479,0.8949427751740195,0.1522327749822217,0.27023314591126174,0.3901701872032533,-5.135862400046466,0.8419560065720475
2009-03-06,422,0.2,0.3,2,9.993943017095595e-13,9.999999999980005e-13,9.993943017087592e-13,9.999999999980005e-13,0.9991189844944096,0.9997245159245876,0.0008810155035916184,0.00027548407341259826,0.07550726554712404,0.21179365137324546,0.2747858539792834,-5.481728182856018,0.9227312345820837,0.1266645619580269,0.24439414874220808,0.35589965152838643,-5.381731957746545,0.8703804957869954,0.06860908312742703,0.18525669142142676,0.2619333562710695,-5.4630746590515775,0.9297903438656123,0.0835367648159184,0.2056833013716185,0.2890272734810997,-5.440290182857378,0.9145144160954364,0.15239933270279216,0.257642052843334,0.39038357125113776,-5.339261129013123,0.8440453616862895
2009-03-13,427,0.2,0.3,3,2.631520005338292e-13,9.999999999972545e-13,2.6315200045647863e-13,9.999999999972545e-13,2.631520004562629e-13,9.999999999972545e-13,0.9999999999992105,0.999999999997,0.09252289688730933,0.23741759608817964,0.3041757664366268,-5.551326645657709,0.9082247835462235,0.13383019534856155,0.25757785674835765,0.3658280953515757,-5.484025680172507,0.8672512906602462,0.0670232853162428,0.18848141821489442,0.2588885577159462,-5.577548019098291,0.9335183319558912,0.07748376127493048,0.19679028051648814,0.27835905100235286,-5.589177830308727,0.9231423874317226,0.15702166771379608,0.2685011156330359,0.39625959636808306,-5.454238100283398,0.8442472293110483
2009-03-20,432,0.2,0.3,3,2.6315200053377024e-13,9.999999999970303e-13,2.631520004564196e-13,9.999999999970303e-13,2.6315200045620393e-13,9.999999999970303e-13,0.9999999999992105,0.999999999997,0.08830560740288196,0.22904096397045023,0.2971625942188585,-5.601006896936449,0.9132302516315974,0.13146579645313175,0.2551847500100754,0.36258212373630855,-5.5414255768399725,0.8708207280060272,0.062425634372723394,0.189934564500798,0.24985122447713437,-5.6320867126472285,0.938660106129542,0.08070589453558191,0.20632922043662702,0.2840878289113807,-5.620762426940935,0.9206977861694575,0.15474764023867016,0.2676000245182856,0.39337976592431667,-5.51594430526244,0.8479438146792558
2009-03-27,437,0.2,0.3,3,2.631520005337622e-13,9.999999999969998e-13,2.631520004564116e-13,9.999999999969998e-13,2.631520004561959e-13,9.999999999969998e-13,0.9999999999992105,0.999999999997,0.1318180392471837,0.3005269452841371,0.36306754088899723,-5.721827789296115,0.8690091153887458,0.16211203473786978,0.3042208096051768,0.40263138816772565,-5.687762933072463,0.8389052139015365,0.09554346034638711,0.25298844133813053,0.30910105199818894,-5.76717504525514,0.9050560722867002,0.11839200890401232,0.27681249050548684,0.34408139866027676,-5.745123748102811,0.8823508977541449,0.18196505253650525,0.3074638500005814,0.4265736191286391,-5.670379507239741,0.8191767732533662
2009-04-03,442,0.2,0.3,2,4.3498548725553584e-13,9.999999999979999e-13,4.349854903072354e-13,9.999999999979999e-13,0.9999999994784757,0.9999999989099555,5.206542813259536e-10,1.0880446116634076e-09,0.12623698481264883,0.29757375449267703,0.3552984447090204,-5.752505619295738,0.8703113717383391,0.1453372079502762,0.28199061901057865,0.381231173896202,-5.739629856727473,0.850688899434467,0.0806721961400228,0.23118595154492078,0.28402851289971365,-5.811105599773722,0.9171220187825105,0.08455712734221396,0.2218549771996132,0.2907870824885692,-5.808720435677658,0.913130863581435,0.1628744084736863,0.2810187808624748,0.4035770167807953,-5.727616904482739,0.8326721867982598
2009-04-13,447,0.2,0.3,2,4.3498548714339904e-13,9.999999999980003e-13,4.349854901950986e-13,9.999999999980003e-13,0.9999999997150361,0.9999999994043107,2.8409399575451617e-10,5.936894258875773e-10,0.13603151464548627,0.3088430208606527,0.3688245038571682,-5.8221032583165,0.8593150721158334,0.15530135473654055,0.2947854682569801,0.39408292875553563,-5.81279543599996,0.839386042650753,0.09358638207792337,0.25174742571386394,0.3059189142206205,-5.877200237407672,0.9032121825013466,0.07889315284505387,0.22372826952114075,0.2808792495807653,-5.898563541117572,0.9184080428165017,0.17271552959810857,0.29767262533994265,0.4155905792942239,-5.8020762879132155,0.8213761576550098
2009-04-20,452,0.2,0.3,2,4.349854871737527e-13,9.999999999980003e-13,4.3498549022545225e-13,9.999999999980003e-13,0.9999999996510031,0.9999999992704968,3.4812700910793274e-10,7.275033166748656e-10,0.1308546280867694,0.31269760373386535,0.3617383420191581,-5.887681925020313,0.8580848851902253,0.15071685878493354,0.2989197652884162,0.38822269225913825,-5.878472495459493,0.8365437995509838,0.10550392987940996,0.27372164206251615,0.32481368487089635,-5.922307923156126,0.8855783510248443,0.09170701644973997,0.24165849793786795,0.30283166355211266,-5.929382120168296,0.9005414484866612,0.16785645145298392,0.2980896890991263,0.40970288191930493,-5.868892339315129,0.8179554829064533
2009-04-27,457,0.2,0.3,3,3.5827275423761984e-13,9.999999999970746e-13,3.9414704243823877e-13,9.999999999970746e-13,3.582727364989632e-13,9.999999999970746e-13,0.9999999999988892,0.999999999997,0.1249924665883336,0.3052701063161419,0.3535427365797996,-5.958811675880401,0.8614476731637483,0.15288457912260525,0.29700906812993166,0.3910045768563397,-5.940706570253552,0.8305296730835529,0.11394354945214881,0.2870798718508547,0.33755525392467056,-5.974443313556333,0.8736952367171683,0.07460287036798151,0.2210698205327391,0.2731352602063335,-6.021458106678676,0.917303805899036,0.1719060640610261,0.2995631577438564,0.4146155617690032,-5.9294514454011935,0.8094446343605479
2009-05-04,462,0.2,0.3,3,3.5827275423762747e-13,9.999999999970958e-13,3.941470424382471e-13,9.999999999970958e-13,3.5827273649897076e-13,9.999999999970958e-13,0.9999999999988892,0.999999999997,0.14009675605486224,0.32149208820894176,0.3742950120624936,-6.037136634888931,0.8410837956613129,0.16872547129897675,0.32075815584808004,0.4107620616597603,-6.018732389104311,0.8086093337979263,0.13565847289913394,0.30961164494841437,0.3683184395317915,-6.043916190183506,0.8461182813464238,0.09253425233641567,0.24006458857337132,0.30419443179719063,-6.091752419490283,0.8950354557327304,0.1880775989324283,0.32336644481307325,0.433679142837684,-6.007671655077493,0.7866576001818988
