regime,n_days,pct_time,mean_fro,mean_gmvp_sharpe,mean_turnover,mean_vol_mse,crisis_overlap,suggested_name
0,190,28.700906344410875,0.025410102656186484,1.1651542818544192,0.2325700401176791,,12.6,Normal/Transition
1,186,28.09667673716012,0.023901168281551657,0.585765246437467,0.2819866050213479,,15.1,Normal/Transition
2,136,20.54380664652568,0.029249957665382395,1.860526635672657,0.24976911746198016,,16.2,Normal/Transition
3,150,22.658610271903324,0.027112174397830202,1.0774613633945362,0.2588732745662104,,24.7,Normal/Transition
