date,raw_anchor,guardrail_trace_ratio,guardrail_trace_ratio_pre,guardrail_trace_ratio_post,guardrail_triggered,guardrail_trigger_reason,guardrail_mode,model_regime_conf_raw,model_regime_conf_adj,model_pers_blend_lambda,model_blend_to_pers_strength,model_blend_to_pers_conf_threshold,model_blend_to_pers_power,mix_lambda,shrink_gamma,floor_eps,apply_floor_to,regime_assigned,dominant_regime,realized_vol,avg_corr,market_ret,regime_prob_0,regime_raw_0,regime_prob_1,regime_raw_1,regime_prob_2,regime_raw_2,regime_prob_3,regime_raw_3,model_fro,model_kl,model_nll,model_stein,model_logeuc,model_corr_offdiag_fro,model_corr_spearman,model_eig_log_mse,model_cond_ratio,mix_fro,mix_kl,mix_nll,mix_stein,mix_logeuc,mix_corr_offdiag_fro,mix_corr_spearman,mix_eig_log_mse,mix_cond_ratio,roll_fro,roll_kl,roll_nll,roll_stein,roll_logeuc,roll_corr_offdiag_fro,roll_corr_spearman,roll_eig_log_mse,roll_cond_ratio,pers_fro,pers_kl,pers_nll,pers_stein,pers_logeuc,pers_corr_offdiag_fro,pers_corr_spearman,pers_eig_log_mse,pers_cond_ratio,shrink_fro,shrink_kl,shrink_nll,shrink_stein,shrink_logeuc,shrink_corr_offdiag_fro,shrink_corr_spearman,shrink_eig_log_mse,shrink_cond_ratio,model_gmvp_cumret,model_gmvp_mean,model_gmvp_vol,model_gmvp_var,model_gmvp_sharpe,mix_gmvp_cumret,mix_gmvp_mean,mix_gmvp_vol,mix_gmvp_var,mix_gmvp_sharpe,roll_gmvp_cumret,roll_gmvp_mean,roll_gmvp_vol,roll_gmvp_var,roll_gmvp_sharpe,pers_gmvp_cumret,pers_gmvp_mean,pers_gmvp_vol,pers_gmvp_var,pers_gmvp_sharpe,shrink_gmvp_cumret,shrink_gmvp_mean,shrink_gmvp_vol,shrink_gmvp_var,shrink_gmvp_sharpe,model_turnover_l1,mix_turnover_l1,roll_turnover_l1,pers_turnover_l1,shrink_turnover_l1,model_w_hhi,model_w_max_abs,model_w_l1,mix_w_hhi,mix_w_max_abs,mix_w_l1,roll_w_hhi,roll_w_max_abs,roll_w_l1,pers_w_hhi,pers_w_max_abs,pers_w_l1,shrink_w_hhi,shrink_w_max_abs,shrink_w_l1,regime_label
2008-10-10,322,2.5,433.6609328156193,2.5,False,,invalid_only,0.2500000183516377,2.4468850279291132e-08,0.6500000228375933,0.35,0.75,2.0,0.3,0.3,0.0015,gmvp_only,3,3,0.06586176384892559,0.6254220820011941,-0.027869941210507565,0.24999999109653884,0.24999999043704665,0.2500000116436761,0.25000001291967816,0.24999997890814735,0.24999997679397062,0.2500000183516377,0.2500000198493047,0.2409703026930089,494.0728034671538,,988.1456069352919,116.35122682700481,55.017557364849544,0.08882423669965625,133.25119125655638,6.840702624652786e-07,0.21434358345117102,480.51863495439886,,961.0372699111299,107.37579833759317,40.54192261109593,0.17306634589691144,109.91167801319254,4.6511365193834334e-06,0.21868319189791424,3270670.1391844926,,6541340.278349441,77.47616458673136,27.567475479529534,0.2591388414559822,32.823682956584776,0.3625019166948307,0.20026334556148204,6857059.41768272,,13714118.835784325,68.49287845247339,27.535900907246955,0.255732788081837,0.0131144469490467,0.6878626736425335,0.23802638049181662,493.8287347813578,,987.6574695629788,99.03107172907531,35.23935491065865,0.2591398378664077,91.86417953903006,0.26739800961540644,-0.02937735823551124,-0.00071575672158388,0.04054229145869111,0.0016436773967214578,-0.2802576099700713,-0.032484842920843526,-0.0010368013448293692,0.0361013623023901,0.001303308360088433,-0.45590277081675257,-0.03254849969875262,-0.0011088721889328335,0.03402798865560043,0.0011579040119456716,-0.5173035780537741,-0.03907772866573611,-0.0014260592358566527,0.03466117728457617,0.001201397210752819,-0.6531223210055699,-0.026806440916340657,-0.0007736293982128012,0.03524355388024489,0.0012421080901097244,-0.34846048752572567,,,,,,0.02674042632961422,0.03805452865820236,1.3675933385824406,0.043144471203777415,0.06084448545342759,1.6646531256803694,0.05536961959655556,0.0786577108290163,1.8117406748376248,0.05364992609387298,0.06077325632637193,1.902626912107859,0.04683158533690019,0.08112241452659219,1.5782133057872672,Normal
2008-10-17,327,2.5000000000000004,345.79461076428225,2.5000000000000004,False,,invalid_only,0.25000000801601036,1.0688013807325092e-08,0.6500000099754795,0.35,0.75,2.0,0.3,0.3,0.0015,gmvp_only,3,3,0.05939641897250966,0.6113664304836077,-0.1438830645171889,0.25000000070184186,0.2500000008775934,0.24999998691381162,0.24999998603939066,0.2500000043683363,0.25000000446808895,0.25000000801601036,0.2500000086149271,0.16448918092419365,496.8927493046677,,993.7854986102891,118.23085190885664,51.142262170145834,0.1982873344197803,137.99503393676525,8.386388450247785e-07,0.12372451910398423,472.4975061776047,,944.9950123556325,109.20062273450516,33.24538396655877,0.26557310691724406,114.34785081258629,5.747856189286751e-06,0.1319430476905039,2843134.2581949136,,5686268.516326126,78.21354463985934,21.813701817945176,0.3278790175894328,33.21435982243598,0.621677205573608,0.12583806614328136,5729006.216205013,,11458012.43231147,67.57462105805946,23.29545969581168,0.30541607610692845,0.016931309330760057,1.0564810501996438,0.15575144526435566,465.7204975454919,,931.4409950908866,101.31014663129096,29.094280537590393,0.32788866222101737,96.80019472113183,0.44593796846592776,-0.11986880215352247,-0.0057863290706263336,0.03502026175959812,0.0012264187337107703,-2.622913757101393,-0.08600291120903925,-0.004033229048860029,0.031048577241843935,0.000964014148742749,-2.062108217143118,-0.05211839539619145,-0.0022570747515072934,0.02977313618647546,0.0008864396383784145,-1.2034322038569683,-0.09689950825533289,-0.004642073171434456,0.030624334371744145,0.00093784985571239,-2.4062768574610387,-0.06374122120664438,-0.0028668714351610756,0.029945854584916328,0.0008967542068209542,-1.5197486857092362,0.7427212115433452,0.9614329552434517,0.9130611039269735,1.216272683286817,0.7358614950690343,0.03613926927698748,0.05301123643795462,1.539232129242443,0.06231100258784691,0.08290246560698789,1.9226632433832982,0.07520171834007239,0.09853704169792406,2.030804323246081,0.07591736610555237,0.08197283618406097,2.173595468908773,0.0650673553388391,0.10570071389097657,1.7609902043191719,Normal
2008-10-24,332,2.4999999999999996,326.9861247927889,2.4999999999999996,False,,invalid_only,0.25000001439892217,1.9198562887604947e-08,0.6500000179186585,0.35,0.75,2.0,0.3,0.3,0.0015,gmvp_only,3,3,0.06328745712848662,0.6429707261257684,-0.16372052393254732,0.2499999982292407,0.24999999818998342,0.24999997376545613,0.24999997174769992,0.2500000136063811,0.250000014509442,0.25000001439892217,0.2500000155528747,0.19806018205875323,499.4038993198619,,998.8077986408368,118.72123130761534,53.5702722192296,0.18532964737163907,139.2066007583679,7.128494140285022e-07,0.14613695271155566,474.9694658819556,,949.938931765076,109.82610999978517,35.558139819152906,0.24770692155015517,115.69550585578322,4.874362042205767e-06,0.15904736888584584,2795210.9602813995,,5590421.920663474,78.80527719538418,22.549673314024336,0.3091824482511317,34.135293749884276,0.546906332623956,0.12374051436624221,6027877.542985042,,12055755.086342998,68.23941849372054,22.793149272960978,0.2922566195588804,0.0063955756355251,0.9502772816499376,0.1897274225891899,467.8505568802622,,935.7011137617826,102.18401566714458,31.517197020326105,0.3091840642149367,98.38138707244494,0.39166299487612416,-0.09110964724686166,-0.004179343243190662,0.035186145100053724,0.0012380648070020345,-1.8855437843453036,-0.01860832969108217,-0.00046380482002089386,0.03174786235676155,0.0010079267642238772,-0.23191083484366157,0.04792958276663373,0.0028195696927411523,0.031884364949001154,0.0010166127282010935,1.4038003058061759,-0.05438631370784941,-0.002385902431876618,0.0292897351894984,0.0008578885874709408,-1.2931160584731136,0.021989966747556267,0.0015723416407603798,0.032142683927575556,0.0010331521300680241,0.7765421767629437,0.2878934498285694,0.38805628997089314,0.5084590601144796,0.7328093357312142,0.35159173789545156,0.03614091942746434,0.05216487608706897,1.5512458641418898,0.06177184653475071,0.08382859518724174,1.9226299843408319,0.07754909446329714,0.1005933269428286,2.036131442555468,0.07442223158671256,0.08009518258055456,2.1915138159149636,0.0666222932727307,0.10951001341937479,1.7665836788133993,Normal
2008-10-31,337,2.5,281.80141387272533,2.5,False,,invalid_only,0.2500000120663935,1.608852466065495e-08,0.6500000150159562,0.35,0.75,2.0,0.3,0.3,0.0015,gmvp_only,1,1,0.06578597118183306,0.6408399145367036,-0.23238378616475652,0.2500000053164317,0.2500000059723529,0.2500000120663935,0.25000001256196036,0.24999999805360165,0.2499999982204887,0.24999998456357325,0.24999998324519815,0.2243776594470938,504.753494235963,,1009.5069884716729,120.02110318946991,52.73407795748685,0.3274596060713248,142.4029038285836,6.200638347131512e-07,0.16235756711343283,477.1374393929831,,954.2748787856851,111.15672766924548,33.1058692933647,0.3730353391894657,118.69888416022631,4.285768400130076e-06,0.16865419356658032,2981079.7348134634,,5962159.469679057,80.53540869812366,20.331597287409565,0.3719009893891255,35.436176391736524,0.577817611121352,0.14001040818491173,6075877.38014325,,12151754.760576066,68.32598050220807,20.948259332167765,0.31588743212261605,0.015809229037776092,0.9585933813475327,0.2071983366246078,468.56755041366023,,937.1351008254485,103.80097119411224,29.7667918739063,0.37188347834903024,101.59107555616549,0.41286598774678096,-0.18132497765142697,-0.009395954043249253,0.034103882318229084,0.0011630747891756186,-4.373582601992388,-0.13998452499965486,-0.0071880556550064836,0.026027846243159826,0.0006774487800575691,-4.384029510894909,-0.1034910771711286,-0.005137358032984342,0.02556838548194683,0.0006537423361534294,-3.189604230640689,-0.15657852782589465,-0.008192812997675939,0.02442318819937743,0.000596492121822209,-5.325139097828307,-0.11883694728976901,-0.005979262737477918,0.026248429607792726,0.0006889800568752498,-3.6161345564648735,0.4736783807764594,0.7611013940595157,0.809975424376277,1.080902531252796,0.5460859949091691,0.03909712500305214,0.06120474191174393,1.5811092093114492,0.07373368159052258,0.10228660037108002,1.983288616630093,0.09074056649715105,0.11850241425686259,2.1116150044712474,0.09529639088366357,0.1034565597231141,2.3694880635111053,0.07822507613012647,0.1290429874430358,1.777392596635019,High Stress
2008-11-07,342,2.4999999999999996,265.22827349071775,2.4999999999999996,False,,invalid_only,0.25000001869134714,2.492179618229784e-08,0.6500000232603428,0.35,0.75,2.0,0.3,0.3,0.0015,gmvp_only,1,1,0.06682917886184231,0.6428484421698241,-0.05974576263543996,0.24999999848789875,0.24999999855003444,0.25000001869134714,0.2500000197629969,0.2499999962362521,0.24999999624510874,0.24999998658450212,0.24999998544185992,0.2418253124865092,507.32508247103965,,1014.6501649425356,120.51560816655751,53.424738707734,0.3507961200944516,143.71387436081534,5.414903747623577e-07,0.17761717139582994,478.66259311635565,,957.325186232028,111.68759871957488,33.23945213083704,0.3731324888596675,120.1225050021331,3.823773616620081e-06,0.1728681328084961,3169038.2117949803,,6338076.423610639,81.41820959078366,19.8669652935288,0.3562107330729445,37.08435279235035,0.5949732091778965,0.1497276781281032,6524652.122357902,,13049304.244238637,69.2698806404625,20.506436144425134,0.2845996193978813,0.0061484475939031676,0.8846022413678727,0.2134532585988764,467.1803221201179,,934.3606442409373,104.570190599611,29.545751642657095,0.3562139464001017,103.28031552795451,0.42464658889119933,-0.0035299769690023686,0.0004179957527254287,0.0352228149728069,0.0012406466946085902,0.18838576274187077,0.0088134315626347,0.0006834768921708485,0.022647030952402055,0.0005128880109590568,0.47908528599553013,0.01646846818590264,0.0010558237551572028,0.022497514274888008,0.0005061381485487896,0.7450015277787967,0.022152819263080215,0.0013210010193051753,0.021704644467032,0.0004710915914402628,0.9661637675453425,-0.0030560975944837754,0.00011031169905276715,0.023609775453483712,0.0005574214969639221,0.07417029178204951,0.3950560858069193,0.5480109866643036,0.5280244861144648,0.9846867021935,0.33740951830434635,0.03766985081258524,0.06080455167318446,1.5203510868145884,0.075010861775912,0.10658982238940894,1.9702752318370211,0.09630561335011491,0.12759962384424026,2.1390614729221857,0.0975030518172174,0.10640911215801288,2.4049711274518817,0.08273822761711747,0.1390653788019559,1.7777301129003085,High Stress
2008-11-14,347,2.4999999999999996,247.2636727238789,2.4999999999999996,False,,invalid_only,0.25000001080389284,1.440519044789331e-08,0.6500000134448443,0.35,0.75,2.0,0.3,0.3,0.0015,gmvp_only,1,1,0.06249204592273131,0.5870255656700201,-0.001965701041702017,0.24999998371329074,0.24999998249067792,0.25000001080389284,0.25000001118967713,0.2499999949501871,0.24999999484721203,0.25000001053262927,0.25000001147243295,0.21658682054069286,509.7409466296611,,1019.4818932586295,121.0504737947118,51.293633959710505,0.299204330533672,145.2500087486234,4.847655198465171e-07,0.1594484204456887,478.71564540300983,,957.4312908038114,112.17487644825452,32.09840338285566,0.32941017124478406,121.67005112445531,3.6897319576580648e-06,0.135475303361636,3119428.6428080406,,6238857.285646605,81.82025857077056,19.728814096000107,0.2994903843246454,37.90610798555784,0.7773206673712418,0.15024281056302702,6191502.984441931,,12383005.969034094,68.57788296903573,22.59798476170105,0.24013833883934554,0.004808616786753304,0.8332033244243319,0.16426964349566772,464.72893547155803,,929.4578709390885,105.26781088929161,25.377963770979004,0.2994951481182685,104.89932325882398,0.5530486346448454,0.013194957365816773,0.0012439557490920884,0.03494584498584904,0.0012212120817749902,0.5650796348416159,0.013227593548667205,0.0008973029377730198,0.02239829788804067,0.000501683748281407,0.63595200915602,0.010414013892754648,0.0007160198258965155,0.02043874393992894,0.0004177422538419819,0.5561233308433469,0.031436877437009736,0.001805590072241461,0.023158639053023254,0.0005363225627882138,1.2376743615376158,0.00814150925467394,0.0006100544867699603,0.020778806877894296,0.00043175881526882735,0.46606693086846207,0.65783460085388,0.5996017966546959,0.5389294304322462,1.1946139277124097,0.34362824237738127,0.03149311734380389,0.052953330103617,1.4052893747660675,0.0706066041276686,0.10305924855938187,1.9007370680532254,0.10200519329698021,0.1309841166424756,2.234737008443339,0.088391087800641,0.09600104489595684,2.2669519544654384,0.08883425560581823,0.14530507871264262,1.8275356400149427,High Stress
2008-11-21,352,2.5,228.59700750879708,2.5,False,,invalid_only,0.2500000102546917,1.3672922275868396e-08,0.650000012761394,0.35,0.75,2.0,0.3,0.3,0.0015,gmvp_only,2,2,0.05558607896207818,0.5396045935877714,0.1404331358520332,0.2500000028497158,0.2500000032324291,0.24999999278768986,0.24999999223896113,0.2500000102546917,0.25000001075815764,0.24999999410790275,0.24999999377045207,0.15298095868154807,511.24091622851563,,1022.4818324555188,121.73342999403049,47.04189874391735,0.35295401412655164,146.96109180383314,6.883337011661947e-07,0.11758945185980317,477.74153050006896,,955.4830609987393,112.84466423708054,28.366174925470588,0.36977650849805027,123.32914067465755,5.158081299857655e-06,0.12640222942632437,2740119.300446819,,5480238.600813191,82.22675977415378,22.371047313405406,0.2733874857071319,38.94337231252294,1.1125287123888872,0.15446780775473984,5272897.5597625375,,10545795.119461413,68.14843071433383,26.64278756546321,0.19359834202291698,0.00597537366164862,1.2885696841496457,0.11809428277145732,459.8880416026833,,919.7760832039339,106.19074951734056,24.393412377677887,0.2733878433700937,106.9901096544486,0.7900512972888701,0.09480829641629773,0.004903741924288027,0.02758011855881314,0.0007606629397181888,2.8224856823230455,0.03516912004304973,0.001890410235231101,0.018331666064874012,0.00033604998071405347,1.6370215365062,-0.004931356841419654,-7.79399238703878e-05,0.018812937830665028,0.0003539266298204674,-0.06576633302341672,0.0540369618284251,0.0027769997589440027,0.017236747606441564,0.000297105468048169,2.55753031385578,0.01317256223056451,0.0008009325175724318,0.01749478974706587,0.00030606766829404113,0.7267540641381406,0.3815715275937277,0.4929930782781877,0.5914329759146533,0.8819529796606349,0.3985828765976066,0.03390719468762168,0.05661559393707284,1.4457453097014106,0.07338985264380941,0.10779222625036426,1.9523406870553461,0.10551127687090822,0.13735037693104282,2.3059585641858367,0.09537473047438712,0.10587514865808174,2.3450493737289935,0.09249129538328037,0.1539975727663764,1.8620394431162617,Moderate Bull
2008-12-01,357,2.5,225.16227921915257,2.5,False,,invalid_only,0.2500000173553193,2.314042572374812e-08,0.6500000215977303,0.35,0.75,2.0,0.3,0.3,0.0015,gmvp_only,2,2,0.04301790267727525,0.42778127149355333,0.12164980121617153,0.25000000669526806,0.25000000741237727,0.24999998395729028,0.24999998264070078,0.2500000173553193,0.2500000184762311,0.24999999199212236,0.24999999147069082,0.08956583240218514,511.49419146651377,,1022.9883829330865,121.8921990373375,37.860394129503284,0.2614425656103176,147.37726065398397,1.6452329093104647e-06,0.14247829955717864,474.98099770681,,949.9619954134646,113.052925127159,23.806761729238954,0.27492294012355817,123.98753272699943,1.2249185712164318e-05,0.18157529832784872,2072270.4616548591,,4144540.9233276774,82.23622200731721,28.83967405303693,0.2172648064108963,39.116188727628945,2.5985313186111005,0.2328478060275821,4094363.8654286503,,8188727.731004453,68.2567799545348,32.884889360784,0.21943019454563556,0.04288021097486221,3.1503664659537582,0.11343631341005264,451.4617855816677,,902.9235711631458,106.78954339135284,22.639744080208676,0.21726421891361636,108.6262360440782,1.836973150071636,0.09047228909154903,0.004466803255430338,0.016399065524916132,0.0002689293500904928,4.323923415262597,0.06912960796708512,0.0034548368344203572,0.015004332336479883,0.00022512998886353586,3.655199929695968,0.032069882662824956,0.0017132333153873317,0.01673757285765373,0.0002801463451652668,1.6248912534538749,0.07483421033596338,0.003738193541219262,0.016099735117480852,0.0002592014708530462,3.685898080897353,0.057355970161434344,0.0028995027174027496,0.01499860457031854,0.00022495813905678018,3.0688307353632456,0.5191364200902505,0.5424500996463218,0.5230006758213885,0.9456455515811405,0.3094195730509873,0.03452530219668491,0.05433583980909301,1.438392074775476,0.07086618333045826,0.1016628925282503,1.9355275982763984,0.10567727575825445,0.13678981564986312,2.2815871133530483,0.08794336480925384,0.0954616573296547,2.3252859751595274,0.09396014575932725,0.15584282441832753,1.8586220114489893,Moderate Bull
2008-12-08,362,2.5,219.14800378350975,2.5,False,,invalid_only,0.25000002145787864,2.861050485414296e-08,0.6500000267031374,0.35,0.75,2.0,0.3,0.3,0.0015,gmvp_only,2,2,0.039292550244099334,0.40713107631064777,0.02135915723564441,0.24999999851830887,0.24999999852437818,0.2499999886440311,0.2499999877349843,0.25000002145787864,0.25000002293553475,0.2499999913797814,0.24999999080510282,0.09519788355113293,512.7665926516504,,1025.5331853033572,122.13735566794462,36.136333173125344,0.32502436395272466,148.01671902065826,2.0694209064159926e-06,0.1653267909691509,474.39411688299595,,948.7882337657013,113.22248372026547,22.699895385476808,0.32889711584606984,124.56523986045943,1.5570596318711083e-05,0.2144752414173684,1844339.9512355735,,3688679.9025415154,82.03814793713545,30.436677100789403,0.23804414037585106,39.202997300374506,3.4782606495161303,0.2593620021864881,3553168.237058852,,7106336.47410756,67.95476109620155,34.17361847367987,0.23896032170581302,0.07304161850187979,4.075030252669123,0.136956523092401,449.08317925441816,,898.1663585080512,107.00904485906436,22.498644542838193,0.23805410556843049,109.52551985514906,2.458058575077954,0.02696079015672148,0.0014176583193700751,0.013544056422712537,0.00018344146438162076,1.6615870045616141,0.004995401548286704,0.0003232654946656005,0.01248819158154494,0.00015595492897736991,0.4109226387248427,-0.02663712862176648,-0.0012445833524856505,0.014801169788482163,0.00021907462710747712,-1.3348369419725215,0.0025487797829879533,0.00020055309666569088,0.012392578582915157,0.00015357600393372744,0.25690228140091237,-0.0018845301428962458,-8.972479940670859e-06,0.01339170014474154,0.00017933763276667058,-0.010635968685759205,0.29785817569982226,0.4284335648939335,0.5621452245670836,0.8209031041289059,0.29459511633655977,0.03440698746184197,0.053900475621760396,1.43525746491941,0.07058798528664291,0.10065489073445694,1.8888711619363883,0.10472500770889703,0.1336770062445328,2.302053999139213,0.0880916521610085,0.09618367492659247,2.2130811834520907,0.09464469135768487,0.15700010492506547,1.8381472252358138,Moderate Bull
2008-12-15,367,2.5000000000000004,230.2711900003406,2.5000000000000004,False,,invalid_only,0.2500000208841024,2.7845469855828735e-08,0.6500000259891048,0.35,0.75,2.0,0.3,0.3,0.0015,gmvp_only,1,1,0.038958732874179475,0.44721318725506704,-0.031208016639399982,0.25000000124274496,0.2500000012404571,0.2500000208841024,0.2500000190447214,0.24999997563643325,0.2499999756196262,0.25000000223671937,0.2500000040951952,0.08332802182273535,510.80341561227834,,1021.6068312238224,121.69279736212818,39.99588522440887,0.4190783850375029,146.93333256817067,1.706072860798387e-06,0.1315399932138732,472.3718926317149,,944.7437852631754,112.79849902159435,23.973823712550928,0.42281350822315067,123.60127066644884,1.3098888468417785e-05,0.19045130530934792,1734482.2297320117,,3468964.45951543,81.79018903716366,26.875793075505786,0.2679089388169975,38.99585976027077,2.9900459556627887,0.20565034305605814,3391794.8789976235,,6783589.757951517,67.96988346402765,27.98860247388942,0.31979237289101387,0.07025222795679226,3.17397592086894,0.11856354703506546,446.71481414283335,,893.4296282854892,106.64952766816548,21.657162192546146,0.26790492903428237,108.9026906761254,2.113042108191654,0.016852290502032963,0.000930565274171198,0.01415748048782327,0.0002004342537630966,1.0434247659164948,0.026094186325368085,0.001357290021177337,0.012039595641440014,0.00014495186320938138,1.7896208276461891,0.0072335347877587886,0.0004430426233304089,0.013202317837723113,0.00017430119628826187,0.5327158227152459,0.03324608013705288,0.0017251682524409573,0.013693102689817726,0.00018750106127389345,1.9999993874712245,0.022915447049580928,0.0011952310785800903,0.011417443507537928,0.00013035801624781997,1.661817301297093,0.41671447913283005,0.47274819786848415,0.45035867762893306,1.1542801653365684,0.200080169026552,0.030311477244003234,0.04462111368916997,1.421646196868922,0.06250732063977904,0.0943777913379621,1.8173818135965483,0.10690947748951915,0.13679106069007796,2.3284348790276495,0.0688443144432704,0.0755877911741586,2.095471797544024,0.0959984160351006,0.15869289238716908,1.8516853144515524,High Stress
