tag,dim,geom_train_cv,geom_query_cv,geom_train_rel_contrast,geom_query_rel_contrast,fcm_train_mean_max_p,fcm_query_mean_max_p,fcm_train_mean_norm_entropy,fcm_query_mean_norm_entropy,cent_train_mean_centroid_rel_contrast,cent_query_mean_centroid_rel_contrast
pca_svd_legacy_48,240,0.48912079468207986,0.20508594907642483,9.788711978503487,2.436448920151857,0.25000005637715833,0.2500000603083627,0.999999999999982,0.9999999999999822,2.2691229770177474e-07,2.488011310178774e-07
pca_only_48,48,0.4646325337042213,0.2112003864058065,9.306364486432573,2.604641695277697,0.2500000599544619,0.25000006414443254,0.9999999999999818,0.9999999999999809,2.3463558610775913e-07,2.629985470963898e-07
pca_svd_standardized_48,240,0.4325043935142833,0.31448298196029345,6.7368048081291905,5.540396067412994,0.43883624974148705,0.4212907018551172,0.8819748865680977,0.8810118687065316,1.4438861774866523,1.5240857469514055
pca_only_15,15,0.6102663503607278,0.2287444684705915,22.524493724353132,5.112809559285029,0.2500001218380681,0.250000146494386,0.9999999999999093,0.9999999999998843,5.190476517971043e-07,6.448620778791081e-07
pca_only_10,10,0.6466209940608606,0.24664273034537654,38.957664507075414,7.6285280382071505,0.2500003093284343,0.25000033519577364,0.9999999999992399,0.9999999999991809,1.3288343546871e-06,1.4735520000998577e-06
pca_only_5,5,0.7888463613549909,0.3462463259921918,146.79536074230955,30.827580033789502,0.2754286389362142,0.281138350422698,0.9939337884269034,0.9912088884503075,0.11438279744369595,0.14529592258010424
market_state_6,6,0.4342270230261527,0.4301208943906348,257.2759233315799,78.80153257320644,0.5919037704812701,0.5224368689034657,0.7360561656983561,0.7926351359454559,2.2203895746598605,1.9510989467405793
