method,gmvp_var,var_regret,cond_stein,cond_kl,raw_frob,nll,leverage_l1
shrink,6.135343449022373e-05,6.133834908700777e-05,635.0694585899398,317.53472929496985,0.005593167873717735,-109.27146845777457,2.260368594137227
ledoit_wolf,7.056905738015666e-05,7.055397197694072e-05,426.3019368427362,213.15096842136808,0.004146712911477537,-210.7717345370061,1.7005794963335616
persistence,9.450809050623256e-05,9.449300510301662e-05,9767.72164954504,4883.860824772522,0.008039634155891326,4393.343408866841,2.322132017776925
similarity,9.504587367008266e-05,9.503078826686671e-05,129172.96591291949,64586.482956459746,0.004172783982239933,63001.811894898696,2.8714107343030815
oas,9.846011880488829e-05,9.844503340167235e-05,611.3575115609146,305.67875578045744,0.005371756547503622,-120.15207792535257,2.568738117554467
ewma,0.00014332096208684647,0.00014330587668363051,5145.012535615516,2572.5062678077575,0.006829705091488897,2107.702886151866,3.886713342215261
rolling,0.00017600225312429437,0.00017598716772107843,4851.8380427422635,2425.919021371131,0.005658090287702118,1963.0447255021247,4.080474699025141
