date,raw_anchor,method,split,embedder,pca_k,k_neighbors,aggregation,eta,raw_frob,raw_logeuc,raw_corr_frob,cond_stein,cond_kl,nll,gmvp_var,var_regret,pred_var,leverage_l1,max_abs_w,hhi
2013-01-04,1390,similarity,select,pca_only,8,20,log_euclidean,0.01,0.00013554165027406467,1969.2139795078374,7036.902155114285,45905.060004579565,22952.53000228978,22172.839958695717,3.198660102018217e-05,3.198417283531975e-05,4.267341353213598e-08,2.247573374305497,0.10178903744006662,0.08993857273129098
2013-01-04,1390,rolling,select,pca_only,8,20,log_euclidean,0.01,0.0003245335148430688,4853.6062976243775,973.5826190586022,2030.1442717534987,1015.0721358767524,561.6456573310428,6.282379064745477e-05,6.282136246259234e-05,1.2152662934188866e-06,3.473506352914975,0.24394508982056543,0.22832763177826648
2013-01-04,1390,ewma,select,pca_only,8,20,log_euclidean,0.01,0.0009039025454042753,4651.352514010968,1305.5229475561969,1783.6340296946225,891.8170148473141,440.3554812823444,5.891483749240408e-05,5.891240930754166e-05,1.333827325745229e-06,3.325496977649093,0.22818822665999483,0.20627059002276366
2013-01-04,1390,ledoit_wolf,select,pca_only,8,20,log_euclidean,0.01,0.00013838427335039752,9063.182666501556,631.4461779353496,339.85765561592757,169.9288278079638,-266.534305773021,2.8796577786644484e-05,2.8794149601782062e-05,1.834290874336943e-05,1.3481819214380037,0.05778753957937165,0.028473789381099006
2013-01-04,1390,oas,select,pca_only,8,20,log_euclidean,0.01,0.00023612120499940704,7914.426786927203,633.0361415251759,346.14244858616985,173.0712242930851,-264.1826225610952,4.0886240438068396e-05,4.0883812253205974e-05,1.3406758044817383e-05,2.273969378174861,0.13364968259319618,0.08882761021858555
2013-01-04,1390,shrink,select,pca_only,8,20,log_euclidean,0.01,0.00026696221372563824,7444.574426192859,654.0262253048883,340.764684997721,170.38234249886074,-267.89892260856686,3.9463815543148115e-06,3.943953369452389e-06,3.20561653295103e-06,1.5533700471604948,0.6431577787732291,0.44356857434975105
2013-01-04,1390,persistence,select,pca_only,8,20,log_euclidean,0.01,0.0010564147902667603,3524.6684823877886,1453.2649604805106,3756.184427717163,1878.0922138585688,1428.5511938135267,5.533164084792245e-05,5.5329212663060025e-05,7.119741823222734e-07,2.746281064237266,0.12888482284973465,0.12702016959294435
2013-01-11,1395,similarity,select,pca_only,8,20,log_euclidean,0.01,0.00014474033788298773,1940.2538740005575,6888.460566087976,47291.43522595661,23645.71761297832,23073.86503417092,4.087941009353578e-05,4.087710678242142e-05,4.5706289508492244e-08,2.340703190311523,0.10336255016777338,0.09307742479801685
2013-01-11,1395,rolling,select,pca_only,8,20,log_euclidean,0.01,0.00031896184795301844,4807.27157802759,916.9654652083702,2240.009297643325,1120.0046488216617,666.6128361471058,7.163717869089467e-05,7.163487537978031e-05,1.2951574767169168e-06,3.612596939580889,0.2777193823598334,0.25961953778371183
2013-01-11,1395,ewma,select,pca_only,8,20,log_euclidean,0.01,0.0005495312081211682,4597.977894880249,1070.8329032720553,2209.367192810673,1104.6835964053407,653.2451787414577,5.960604338744478e-05,5.960374007633042e-05,1.286090303985265e-06,3.5268770641192284,0.26780836245247075,0.24484643201025977
