anchor_date,anchor_raw,neighbor_idx,neighbor_raw_anchor,neighbor_date,lag_days,dist_embedding,kappa,total_weight,pi_neighbor_regime_0,W_regime_0,pi_neighbor_regime_1,W_regime_1,pi_neighbor_regime_2,W_regime_2,pi_neighbor_regime_3,W_regime_3
2008-11-21,355,0,70,2007-10-05,413,49.82816466340518,0.26371830867866347,0.2637183086776828,9.999999999969996e-13,9.445516756831585e-13,0.9999999999969997,0.46916595499402136,9.999999999969996e-13,0.2637183086778722,9.999999999969996e-13,1.6617381182937155e-12
2008-11-21,355,1,274,2008-07-30,114,50.14636016220809,0.22492876936919584,0.22492876936882564,0.9996553481599393,0.8053427289097876,9.999999999980116e-13,4.001577342717635e-13,9.999999999980116e-13,0.2249287693687486,0.0003446518380607968,0.0004884812592310929
2008-11-21,355,2,235,2008-06-04,170,51.340827900429204,0.12378545957086837,0.12378545957040804,9.999999999969996e-13,4.4335853604059355e-13,0.9999999999969997,0.22021953517343712,9.999999999969996e-13,0.12378545957049697,9.999999999969996e-13,7.799952065901445e-13
2008-11-21,355,3,196,2008-04-09,226,51.417057277681934,0.11915619717877271,0.11915619717864659,9.999999999969998e-13,4.2677805070554276e-13,9.999999999969998e-13,2.1198388281396485e-13,9.999999999969998e-13,0.11915619717841522,0.999999999997,0.7508253631497249
2008-11-21,355,4,262,2008-07-14,130,52.410997481277185,0.07249119541733047,0.07249119541713551,9.99999999998007e-13,2.5963946320926626e-13,0.9916572100996408,0.1278889564640307,9.99999999998007e-13,0.07249119541718599,0.008342789898359366,0.0038108237971183683
2008-11-21,355,5,184,2008-03-24,242,52.98710460264766,0.05434820309445297,0.054348203094308496,0.9999999999969997,0.19465727108763112,9.999999999969996e-13,9.668773751346689e-14,9.999999999969996e-13,0.05434820309428991,9.999999999969996e-13,3.4245813722726877e-13
2008-11-21,355,6,67,2007-10-02,416,53.12540466199425,0.05071701833384974,0.05071701833371253,9.999999999980128e-13,1.8165156940738257e-13,0.999999999996336,0.09022770720870794,9.999999999980128e-13,0.05071701833374896,1.663991636028647e-12,5.317740650869592e-13
2008-11-21,355,7,268,2008-07-22,122,53.65790498656195,0.03886178431242157,0.038861784312380444,9.999999999969998e-13,1.3919004591016898e-13,9.999999999969998e-13,6.913674761931341e-14,9.999999999969998e-13,0.038861784312304984,0.999999999997,0.2448753317902818
2008-11-21,355,8,100,2007-11-16,371,53.81768971127961,0.03587780994355053,0.03587780994341712,9.999999999969996e-13,1.2850243758887087e-13,0.9999999999969997,0.06382813180320442,9.999999999969996e-13,0.03587780994344289,9.999999999969996e-13,2.2607275423088145e-13
2008-11-21,355,9,91,2007-11-05,382,55.41839513897647,0.01611525410089422,0.016115254100834295,9.999999999969996e-13,5.771950510878981e-14,0.9999999999969997,0.028669714355820403,9.999999999969996e-13,0.01611525410084587,9.999999999969996e-13,1.0154521375334326e-13
