anchor_date,anchor_raw,neighbor_idx,neighbor_raw_anchor,neighbor_date,lag_days,dist_embedding,kappa,total_weight,pi_neighbor_regime_0,W_regime_0,pi_neighbor_regime_1,W_regime_1,pi_neighbor_regime_2,W_regime_2,pi_neighbor_regime_3,W_regime_3
2014-07-24,1780,0,1186,2012-03-13,863,10.918696568145776,0.20432773480407954,0.000248979640213459,0.9991334135223837,0.7068273407185504,0.0008665864756162704,0.0002489796401374201,9.99999999998001e-13,0.2043277348036711,9.99999999998001e-13,0.2043277348036711
2014-07-24,1780,1,1567,2013-09-18,309,11.80337647461943,0.13128693805207517,0.18460613387132657,9.999999999969996e-13,4.5455250569921065e-13,0.9999999999969997,0.18460613387134645,9.999999999969996e-13,0.13128693805168126,9.999999999969996e-13,0.13128693805168126
2014-07-24,1780,2,1573,2013-09-26,301,11.814682092722187,0.13054689170131611,0.1835655345723695,9.999999999969996e-13,4.5199025595782614e-13,0.9999999999969997,0.18356553457238925,9.999999999969996e-13,0.13054689170092443,9.999999999969996e-13,0.13054689170092443
2014-07-24,1780,3,1648,2014-01-14,191,12.198939229449893,0.10772739515600302,0.15147841991630673,9.999999999969996e-13,3.729827058742663e-13,0.9999999999969997,0.15147841991632305,9.999999999969996e-13,0.1077273951556798,9.999999999969996e-13,0.1077273951556798
2014-07-24,1780,4,919,2011-02-18,1252,12.680479904141123,0.08467611612461842,1.5061536999983241e-13,0.9999999999969997,0.293172659278988,9.999999999969996e-13,1.1906538960339403e-13,9.999999999969996e-13,0.08467611612436438,9.999999999969996e-13,0.08467611612436438
2014-07-24,1780,5,1453,2013-04-08,472,12.749031448611348,0.0818229533590842,0.11505347984856636,9.999999999969996e-13,2.8329420294903035e-13,0.9999999999969997,0.11505347984857875,9.999999999969996e-13,0.0818229533588387,9.999999999969996e-13,0.0818229533588387
2014-07-24,1780,6,1639,2013-12-31,205,12.766560844792425,0.08110893353103443,0.1140494771509678,9.999999999969996e-13,2.808220643892126e-13,0.9999999999969997,0.11404947715098009,9.999999999969996e-13,0.08110893353079107,9.999999999969996e-13,0.08110893353079107
2014-07-24,1780,7,1642,2014-01-06,199,13.250697371236653,0.0636707228061343,0.08952913482810539,9.999999999969996e-13,2.2044604757046318e-13,0.9999999999969997,0.08952913482811502,9.999999999969996e-13,0.06367072280594326,9.999999999969996e-13,0.06367072280594326
2014-07-24,1780,8,1447,2013-03-28,483,13.455026063904178,0.05748709570024214,0.08083416859416136,9.999999999969996e-13,1.9903658188410576e-13,0.9999999999969997,0.08083416859417007,9.999999999969996e-13,0.05748709570006965,9.999999999969996e-13,0.05748709570006965
2014-07-24,1780,9,1576,2013-10-01,296,13.45996812251133,0.05734521876541261,0.08063467157783212,9.999999999969996e-13,1.9854536381485578e-13,0.9999999999969997,0.0806346715778408,9.999999999969996e-13,0.05734521876524056,9.999999999969996e-13,0.05734521876524056
