anchor_date,anchor_raw,neighbor_idx,neighbor_raw_anchor,neighbor_date,lag_days,dist_embedding,kappa,total_weight,pi_neighbor_regime_0,W_regime_0,pi_neighbor_regime_1,W_regime_1,pi_neighbor_regime_2,W_regime_2,pi_neighbor_regime_3,W_regime_3
2020-02-14,3180,0,1780,2014-07-24,2031,13.141652611106547,0.1569574855605526,0.1753325294281773,0.9999999999969997,0.17533252942891542,9.999999999969996e-13,1.4976700547608665e-12,9.999999999969996e-13,0.15695748556008168,9.999999999969996e-13,0.043146143855151524
2020-02-14,3180,1,1795,2014-08-14,2010,13.526725620528161,0.1294686117379283,0.14462552771214038,0.9999999999969997,0.14462552771274922,9.999999999969996e-13,1.2353744209068088e-12,9.999999999969996e-13,0.12946861173753987,9.999999999969996e-13,0.035589709702735804
2020-02-14,3180,2,2977,2019-04-26,294,13.880615914840565,0.10847213548621264,0.12086465164526015,0.9974718520511925,0.12086465164575799,0.002528147946807408,0.0026167051489848535,9.999999999980057e-13,0.10847213548599632,9.999999999980057e-13,0.029817974881884618
2020-02-14,3180,3,2251,2016-06-07,1347,13.954714091736951,0.1045268771302795,4.315452855847922e-12,9.999999999979977e-13,1.167638593031951e-13,0.9999999999717644,0.9973832928875723,9.999999999979977e-13,0.1045268771300702,2.6235713054267906e-11,0.7538428190297312
2020-02-14,3180,4,2431,2017-02-23,1086,14.088245570336056,0.09777593627960789,0.10922258447175637,0.9999999999969997,0.10922258447221617,9.999999999969996e-13,9.329666012372615e-13,9.999999999969996e-13,0.09777593627931452,9.999999999969996e-13,0.026877689822984427
2020-02-14,3180,5,2968,2019-04-12,308,14.25428240452006,0.08998653781985165,0.10052127936524402,0.9999999977190592,0.10052127936566721,2.278940596755802e-09,1.9567919877979887e-09,9.99999999997997e-13,0.08998653781967142,9.99999999997997e-13,0.024736457085433927
2020-02-14,3180,6,2503,2017-06-07,982,14.270714102822733,0.08925025075283102,0.09969879525469287,0.9999999999969997,0.09969879525511258,9.999999999969996e-13,8.516155024721389e-13,9.999999999969996e-13,0.08925025075256324,9.999999999969996e-13,0.024534058661409883
2020-02-14,3180,7,2575,2017-09-19,878,14.615476124447719,0.07511822602449893,0.08391233159728351,0.9999999999969997,0.08391233159763677,9.999999999969996e-13,7.167693677167643e-13,9.999999999969996e-13,0.07511822602427355,9.999999999969996e-13,0.020649297321639677
2020-02-14,3180,8,2611,2017-11-08,828,14.633343055641944,0.07445014850345676,0.08316604210876313,0.9999999999969997,0.08316604210911324,9.999999999969996e-13,7.103946497862981e-13,9.999999999969996e-13,0.07445014850323338,9.999999999969996e-13,0.02046564906347388
2020-02-14,3180,9,2590,2017-10-10,857,14.645640202667945,0.0739937907047808,0.08265625841236683,0.9999999999969997,0.08265625841271479,9.999999999969996e-13,7.060401367989587e-13,9.999999999969996e-13,0.07399379070455879,9.999999999969996e-13,0.02034020057555518
