method,frob_median,frob_mean,stein,nll,R_raw,R_cond,lev
persistence,0.0158964581951957,7.2468481878300555,4609.6996737932795,1842.305723385425,8.761471312624952e-05,8.744285935754626e-05,1.8981324556027557
shrink,0.0334329498893691,6.379837398674202,394.65008742360976,-231.78846162719756,9.33404702172461e-05,9.309962350567318e-05,1.7696392538906627
ewma,0.0337692625279182,7.495162117140141,1725.2796845392095,418.65119500256475,9.792326426335613e-05,9.815648824770118e-05,2.7164330285212515
oas,0.0350804045055396,7.937666955132849,439.7267336058864,-208.60015681293743,0.00010873421714970224,0.00010852611819205079,1.924112727590691
rolling,0.0400128975798073,8.489264521425453,1654.3550177016602,384.1341368870702,0.00011288773346491622,0.0001131648535210845,2.731616145677378
ledoit_wolf,0.0299228907253585,4.45193402291648,511.6882169110838,-172.16866416234825,0.00011756105126838184,0.0001172103651856609,1.6971625413986158
D0_pca8,0.0136018009064525,0.026823067510545,89706.410809469,43586.98983590204,0.0001176305158754955,0.00011772029986387066,3.3545166947644365
