method,frob_median,frob_mean,stein,nll,R_raw,R_cond,lev
persistence,0.0174109384128701,6.973597480933137,5816.513743820781,2456.44106988646,0.00010555145850360171,0.00010513534857547636,1.8941206727719015
ewma,0.0440906298577437,7.526083064435932,1833.21331050468,475.6143779016729,0.00012119519933891965,0.00012121954139628713,2.719860837502812
shrink,0.0394149450855589,6.740980073153544,400.4110277694505,-225.73748142180347,0.00012341713999271164,0.00012294167864370184,1.7648482661160863
oas,0.0376999918889473,8.39872449569574,450.61246791980716,-200.0767084667183,0.00013985163681830553,0.00013940429513794014,1.926204601162554
rolling,0.0419944414488293,8.984527305699283,1736.7162681459008,428.3660313425974,0.0001422718177145262,0.00014232497285926433,2.7282506832016464
D0_pca8,0.0137928389455617,0.03264209702388064,107386.57333534939,52452.41262096205,0.00014358731556056285,0.00014348472199282158,3.334509256714548
ledoit_wolf,0.0313553229408578,4.730960972242742,519.3910731760753,-165.2430395999071,0.00015105218347649462,0.000150461147862745,1.7017818268312677
