method,frob_mean,frob_median,frob_p90,frac_gt1,R_raw_mean,R_raw_median,stein_mean,stein_median,nll_mean,nll_median,lev_mean
D0_pca8,10.325620241417466,0.0172740118391216,44.88782582423628,0.16194331983805668,0.06008624704711692,9.542125681529685e-05,35571965.516304016,88928.96706238948,16791282.757262956,43745.13075972598,3.3371593303269877
ewma,17.980883235320473,0.1153077867430272,57.01284005217227,0.46963562753036436,0.02301036761550224,7.53416831267915e-05,1083304.2886123261,1882.8102054872936,509975.8150017911,494.6202156116779,2.7082181882204117
ledoit_wolf,14.305056846614761,0.1309895777599378,44.88760277828489,0.46153846153846156,0.02484590124084804,6.831312184326862e-05,50611.8698521367,451.97633787626296,23454.807340698037,-180.98492877016423,1.685146783897065
oas,17.622516869778885,0.1374589249945218,53.90372297983817,0.46963562753036436,0.025123420353149697,6.588366134743637e-05,65726.94837026077,486.0375651227695,30563.324179679956,-181.87419827544073,1.9129391715589532
persistence,18.28103782741923,0.0242317575748133,67.92237379720055,0.27530364372469635,0.024621824371740243,5.383711787093082e-05,1527856.1054936638,4714.997269313541,719492.7522711573,1892.468739968765,1.8721063507222653
rolling,18.157646600828976,0.1579912132121805,57.97078363806635,0.46963562753036436,0.02597340539449092,7.156132622156844e-05,1131281.16513374,1737.8213382936538,532418.5374373157,405.96524148340455,2.741150497263491
shrink,16.08829332074338,0.119666431315804,46.912928395486304,0.46963562753036436,0.03638388123466137,5.242158772380967e-05,99281.45637227297,421.071990072636,46485.67665743892,-217.63900564955367,1.7720584225908487
