method,gmvp_var,var_regret,cond_stein,cond_kl,raw_frob,nll,leverage_l1
ledoit_wolf,7.056905738015666e-05,7.055397197694072e-05,426.3019368427362,213.15096842136808,0.004146712911477537,-210.7717345370061,1.7005794963335616
persistence,9.450809050623256e-05,9.449300510301662e-05,9767.72164954504,4883.860824772522,0.008039634155891326,4393.343408866841,2.322132017776925
D0_market,9.644680895128103e-05,9.643172354806509e-05,105891.56325137697,52945.78162568848,0.0041217128732862615,51666.94665087389,2.5693898406030478
rolling,0.00017600225312429437,0.00017598716772107843,4851.8380427422635,2425.919021371131,0.005658090287702118,1963.0447255021247,4.080474699025141
