tag,embedder,pca_k,dim,n_train,n_query,geom_train_n,geom_train_dim,geom_train_mean_dist,geom_train_std_dist,geom_train_cv,geom_train_nn_med_ratio,geom_train_rel_contrast,geom_train_dmin,geom_train_dmax,geom_query_n,geom_query_dim,geom_query_mean_dist,geom_query_std_dist,geom_query_cv,geom_query_nn_med_ratio,geom_query_rel_contrast,geom_query_dmin,geom_query_dmax,fcm_train_n,fcm_train_K,fcm_train_mean_entropy,fcm_train_mean_norm_entropy,fcm_train_median_norm_entropy,fcm_train_mean_max_p,fcm_train_median_max_p,fcm_train_mean_top_gap,fcm_train_frac_max_gt_0.5,fcm_train_frac_max_gt_0.7,fcm_train_frac_max_gt_0.9,fcm_query_n,fcm_query_K,fcm_query_mean_entropy,fcm_query_mean_norm_entropy,fcm_query_median_norm_entropy,fcm_query_mean_max_p,fcm_query_median_max_p,fcm_query_mean_top_gap,fcm_query_frac_max_gt_0.5,fcm_query_frac_max_gt_0.7,fcm_query_frac_max_gt_0.9,cent_train_mean_centroid_rel_contrast,cent_train_median_centroid_rel_contrast,cent_query_mean_centroid_rel_contrast,cent_query_median_centroid_rel_contrast
pca_svd_legacy_48,pca_svd_legacy,48,240,242,202,242,240,53.46620520364171,25.56426687751568,0.47813879403159815,0.7391318875790026,10.838124641518103,15.054108474001401,178.2124124821733,202,240,84.49366961205861,122.74072761029967,1.4526618168419703,1.879598754365463,51.334091194012515,13.166423636133134,689.0528152724446,242,4,1.3862943611198892,0.9999999999999991,0.9999999999999997,0.2500000133751328,0.2500000091815515,1.1474761856265241e-08,0.0,0.0,0.0,202,4,1.3862943611198895,0.9999999999999991,0.9999999999999996,0.2500000126910224,0.2500000108166599,1.0483437151929142e-08,0.0,0.0,0.0,5.428524159181463e-08,4.0215774908255954e-08,5.240189808061372e-08,4.6239717050453823e-08
pca_only_48,pca_only,48,48,242,202,242,48,8.903608823546588,4.12181214131358,0.4629372452226927,0.735320426563263,10.419546677862686,2.44100466163484,27.875166674429888,202,48,13.869305705416531,19.889561546580058,1.4340704552219177,1.8442078082509554,53.56938591865972,2.1082017633586014,115.04327561916804,242,4,1.3862943611198892,0.9999999999999989,0.9999999999999996,0.2500000139019505,0.25000000968504227,1.0832631889641727e-08,0.0,0.0,0.0,202,4,1.3862943611198895,0.9999999999999991,0.9999999999999996,0.2500000129956642,0.2500000114930778,1.039489364304563e-08,0.0,0.0,0.0,5.594415175781418e-08,4.3869944914065716e-08,5.205306614643617e-08,4.75322324297666e-08
pca_svd_standardized_48,pca_svd_standardized,48,240,242,202,242,240,19.97588143416169,9.656616279648752,0.48341377633199395,0.5228057897166153,12.805972365303246,3.982449146870219,54.98158286792854,202,240,20.070411901748482,20.020681517854563,0.9975222041212526,0.8948502199716046,33.159725658862726,3.4676771056561257,118.45489860276554,242,4,1.1081099142636381,0.7993323390340228,0.8223842547665635,0.5310135504655458,0.5064624749601645,0.2912940874158912,0.512396694214876,0.21074380165289255,0.0,202,4,1.1052733984410004,0.7972862253786612,0.8149878705508604,0.524970129864151,0.5185515163197392,0.29310710514960464,0.5594059405940595,0.18316831683168316,0.0,1.9667553910055011,1.4750097727292741,2.2447383768021734,2.1608217671528633
pca_only_15,pca_only,15,15,242,202,242,15,4.772797591588358,2.8055952901976235,0.587830352399954,0.6452876406985584,20.856591970592795,0.8803225989680552,19.24085184815743,202,15,8.130901156105859,12.501157308843563,1.537487305383653,1.8216388256338427,86.02418006083829,0.8313546060844039,72.34795293438248,242,4,1.386294361119627,0.9999999999998097,0.9999999999999205,0.2500001863701241,0.250000154082275,1.4521261056236898e-07,0.0,0.0,0.0,202,4,1.3862943611195713,0.9999999999997696,0.9999999999998911,0.25000020038928006,0.2500001627181252,1.4612463944572735e-07,0.0,0.0,0.0,7.488451751594651e-07,5.964222673076531e-07,8.35674261605749e-07,7.106938213876052e-07
pca_only_10,pca_only,10,10,242,202,242,10,3.7631556949970104,2.416801802312698,0.6422274277742781,0.5947071605154104,38.415730333035775,0.42077465415707843,16.585140299270208,202,10,6.766064563441708,10.823544326884406,1.5996809113179926,1.7863101399374477,132.8191233069932,0.5041132068255794,67.45998738500879,242,4,1.3862943611184995,0.9999999999989966,0.9999999999997076,0.25000037622022253,0.2500002679043566,1.7152968802957586e-07,0.0,0.0,0.0,202,4,1.3862943611181882,0.9999999999987721,0.9999999999993817,0.25000043511674336,0.25000039335000374,2.0358888789339455e-07,0.0,0.0,0.0,1.5889319374423158e-06,1.1139745284691861e-06,1.8202469152303313e-06,1.583864789042094e-06
pca_only_5,pca_only,5,5,242,202,242,5,2.5032144009002706,1.8912695468023881,0.7555363799926388,0.470579116164495,133.67187990645894,0.1032571284414417,13.905831601085316,202,5,4.517819241283426,7.57413538305448,1.6765025288840762,1.3490885007824633,428.19166181903626,0.11747356070061706,50.41867273732546,242,4,1.3862908977778792,0.9999975017268277,0.9999989933274186,0.25068022929638684,0.25054915187792254,0.0004813936719525474,0.0,0.0,0.0,202,4,1.3862881063860946,0.9999954881632853,0.9999985229407711,0.2508786854594928,0.2506857028309263,0.0006276422803311709,0.0,0.0,0.0,0.0027592559258265304,0.0022740404395685974,0.0035492658531874185,0.002755403675617261
market_state_6,market_state,6,6,242,202,242,6,3.138970655997921,1.6020096121687746,0.5103614489377772,0.12293778451307968,833.2589328034528,0.015542413321661966,12.966397151753139,202,6,2.444590107908189,1.581817209760658,0.6470684818051382,0.14929332759387431,189.76764190515482,0.03812287040650661,7.272610090294844,242,4,0.8455321971436678,0.6099225538655594,0.6535764596648883,0.6704922507587716,0.6689325922908325,0.46765192756540835,0.7727272727272727,0.4628099173553719,0.09917355371900827,202,4,0.8712140014708213,0.628448059737492,0.6671966335313808,0.6397269230707896,0.6024227242722187,0.3859247929966193,0.7920792079207921,0.3613861386138614,0.04950495049504951,3.981276903570853,3.098738996911668,3.938781218511757,3.0943132375693594
