tag,dim,train,query,cent
pca_svd_legacy_48,240,0.3333333456084491,0.3333333453644261,3.6668011401544645e-08
pca_only_48,48,0.3333333497837756,0.3333333482443503,4.4819233535104816e-08
pca_svd_standardized_48,240,0.657109492940876,0.6452440297739671,1.8495102315976253
pca_only_15,15,0.3333335068744695,0.33333352461993193,6.121823992384568e-07
pca_only_10,10,0.333333615318387,0.3333336583440514,1.0049965631920722e-06
pca_only_5,5,0.3335343565873133,0.33358684289973384,0.0007434674625669596
market_state_6,6,0.7848208034599424,0.8232524831432101,3.2667415052256787
