Regime,N_days,Fro_Model,Fro_Roll,Sharpe_Model,Sharpe_Roll,Win%
0,96,0.014944651614558907,0.01684480321240638,1.8475367090309214,1.7355460592686618,71.875
1,92,0.018413247072812538,0.020227021765397153,1.5655786206228486,1.4510915816330632,66.30434782608695
2,139,0.020448015026734212,0.02306299068565147,1.4992615333346362,1.320448604710108,65.46762589928058
3,108,0.034294438569327935,0.03601985819638515,-0.6511263657967752,-1.4449859399189684,66.66666666666666
