construction,method,terminal_wealth,ann_sharpe,ann_return,n_periods
nonoverlap,model,1.884256057841251,0.5797469812614479,0.08962490579329385,93
nonoverlap,mix,1.6765085772531547,0.489695225427675,0.07251497242955063,93
nonoverlap,roll,1.4134321444398232,0.3548442831301999,0.047996503812532065,93
nonoverlap,shrink,1.4241170306968813,0.3600488603633986,0.04906636533622177,93
nonoverlap,pers,1.822140216328156,0.5528580351836112,0.08468748685579741,93
